index,sub_id,group_id,phase_id,trial,mt,good
1705,143,1,2,20,8.135,0
1706,143,1,2,21,10.05,0
1707,143,1,2,22,8.059,0
1708,143,1,2,23,8.851,0
1709,143,1,2,24,9.288,0
1710,143,1,2,25,11.232,0
1711,143,1,2,26,9.387,0
1712,143,1,2,27,11.538,0
1713,143,1,2,28,9.002,0
1714,143,1,2,29,11.174,0
1715,143,1,2,30,11.054,0
1716,143,1,3,1,9.571,0
1717,143,1,3,2,7.449,0
1718,143,1,3,3,8.743,0
1719,143,1,3,4,8.766,0
1720,143,1,3,5,9.186,0
1721,144,1,1,1,18.806,0
1722,144,1,1,2,17.353,0
1723,144,1,1,3,14.92,0
1724,144,1,1,4,13.138,0
1725,144,1,1,5,13.331,0
1726,144,1,2,1,14.841,0
1727,144,1,2,2,11.248,0
1728,144,1,2,3,13.399,0
1729,144,1,2,4,12.586,0
1730,144,1,2,5,12.694,0
1731,144,1,2,6,9.913,0
1732,144,1,2,7,13.119,0
1733,144,1,2,8,10.866,0
1734,144,1,2,9,9.938,0
1735,144,1,2,10,12.282,0
1736,144,1,2,11,13.644,0
1737,144,1,2,12,15.538,0
1738,144,1,2,13,11.69,0
1739,144,1,2,14,10.864,0
1740,144,1,2,15,9.509,0
1741,144,1,2,16,15.241,0
1742,144,1,2,17,15.341,0
1743,144,1,2,18,12.209,0
1744,144,1,2,19,12.835,0
1745,144,1,2,20,14.226,0
1746,144,1,2,21,13.331,0
1747,144,1,2,22,14.123,0
1748,144,1,2,23,11.276,0
1749,144,1,2,24,11.019,0
1750,144,1,2,25,10.497,0
1751,144,1,2,26,11.582,0
1752,144,1,2,27,12.852,0
1753,144,1,2,28,14.62,0
1754,144,1,2,29,10.149,0
1755,144,1,2,30,11.791,0
1756,144,1,3,1,10.118,0
1757,144,1,3,2,9.741,0
1758,144,1,3,3,15.778,0
1759,144,1,3,4,8.932,0
1760,144,1,3,5,11.591,0
1761,145,1,1,1,,1
1762,145,1,1,2,13.279,0
1763,145,1,1,3,11.149,0
1764,145,1,1,4,11.988,0
1765,145,1,1,5,10.195,0
1766,145,1,2,1,,1
1767,145,1,2,2,9.843,0
1768,145,1,2,3,8.398,0
1769,145,1,2,4,10.53,0
1770,145,1,2,5,16.355,0
1771,145,1,2,6,9.431,0
1772,145,1,2,7,8.217,0
1773,145,1,2,8,13.196,0
1774,145,1,2,9,7.621,0
1775,145,1,2,10,15.85,0
1776,145,1,2,11,9.023,0
1777,145,1,2,12,9.741,0
1778,145,1,2,13,9.49,0
1779,145,1,2,14,8.735,0
1780,145,1,2,15,12.366,0
1781,145,1,2,16,10.297,0
1782,145,1,2,17,11.051,0
1783,145,1,2,18,11.22,0
1784,145,1,2,19,7.684,0
1785,145,1,2,20,11.409,0
1786,145,1,2,21,8.688,0
1787,145,1,2,22,9.015,0
1788,145,1,2,23,10.839,0
1789,145,1,2,24,10.285,0
1790,145,1,2,25,6.482,0
1791,145,1,2,26,11.892,0
1792,145,1,2,27,9.932,0
1793,145,1,2,28,9.079,0
1794,145,1,2,29,7.709,0
1795,145,1,2,30,8.069,0
1796,145,1,3,1,11.809,0
1797,145,1,3,2,10.171,0
1798,145,1,3,3,8.831,0
1799,145,1,3,4,9.306,0
1800,145,1,3,5,6.862,0
1801,146,1,1,1,15.097,0
1802,146,1,1,2,15.566,0
1803,146,1,1,3,13.486,0
1804,146,1,1,4,9.403,0
1805,146,1,1,5,10.25,0
1806,146,1,2,1,12.732,0
1807,146,1,2,2,12.188,0
1808,146,1,2,3,12.377,0
1809,146,1,2,4,10.17,0
1810,146,1,2,5,11.035,0
1811,146,1,2,6,9.692,0
1812,146,1,2,7,12.504,0
1813,146,1,2,8,11.571,0
1814,146,1,2,9,11.635,0
1815,146,1,2,10,11.679,0
1816,146,1,2,11,9.641,0
1817,146,1,2,12,10.396,0
1818,146,1,2,13,8.043,0
1819,146,1,2,14,13.735,0
1820,146,1,2,15,10.798,0
1821,146,1,2,16,11.089,0
1822,146,1,2,17,11.553,0
1823,146,1,2,18,,1
1824,146,1,2,19,10.157,0
1825,146,1,2,20,12.176,0
1826,146,1,2,21,9.104,0
1827,146,1,2,22,8.516,0
1828,146,1,2,23,9.676,0
1829,146,1,2,24,11.166,0
1830,146,1,2,25,9.94,0
1831,146,1,2,26,10.035,0
1832,146,1,2,27,11.684,0
1833,146,1,2,28,8.597,0
1834,146,1,2,29,10.308,0
1835,146,1,2,30,9.84,0
1836,146,1,3,1,10.667,0
1837,146,1,3,2,9.275,0
1838,146,1,3,3,16.4,0
1839,146,1,3,4,12.595,0
1840,146,1,3,5,9.463,0
1841,147,1,1,1,,1
1842,147,1,1,2,12.151,0
1843,147,1,1,3,12.596,0
1844,147,1,1,4,13.645,0
1845,147,1,1,5,12.678,0
1846,147,1,2,1,12.05,0
1847,147,1,2,2,,1
1848,147,1,2,3,12.633,0
1849,147,1,2,4,10.713,0
1850,147,1,2,5,11.565,0
1851,147,1,2,6,11.177,0
1852,147,1,2,7,9.484,0
1853,147,1,2,8,10.052,0
1854,147,1,2,9,9.981,0
1855,147,1,2,10,9.567,0
1856,147,1,2,11,9.923,0
1857,147,1,2,12,10.957,0
1858,147,1,2,13,9.17,0
1859,147,1,2,14,10.256,0
1860,147,1,2,15,9.204,0
1861,147,1,2,16,9.33,0
1862,147,1,2,17,12.382,0
1863,147,1,2,18,10.646,0
1864,147,1,2,19,10.772,0
1865,147,1,2,20,10.998,0
1866,147,1,2,21,13.762,0
1867,147,1,2,22,12.089,0
1868,147,1,2,23,10.601,0
1869,147,1,2,24,9.462,0
1870,147,1,2,25,11.928,0
1871,147,1,2,26,9.693,0
1872,147,1,2,27,9.381,0
1873,147,1,2,28,10.36,0
1874,147,1,2,29,10.707,0
1875,147,1,2,30,12.151,0
1876,147,1,3,1,11.776,0
1877,147,1,3,2,10.612,0
1878,147,1,3,3,11.798,0
1879,147,1,3,4,10.217,0
1880,147,1,3,5,9.822,0
1881,148,1,1,1,19.335,0
1882,148,1,1,2,15.075,0
1883,148,1,1,3,11.741,0
1884,148,1,1,4,11.271,0
1885,148,1,1,5,16.691,0
1886,148,1,2,1,11.917,0
1887,148,1,2,2,11.844,0
1888,148,1,2,3,10.321,0
1889,148,1,2,4,12.116,0
1890,148,1,2,5,13.365,0
1891,148,1,2,6,9.359,0
1892,148,1,2,7,7.933,0
1893,148,1,2,8,9.082,0
1894,148,1,2,9,11.584,0
1895,148,1,2,10,10.143,0
1896,148,1,2,11,9.253,0
1897,148,1,2,12,10.737,0
1898,148,1,2,13,8.071,0
1899,148,1,2,14,8.238,0
1900,148,1,2,15,7.925,0
1901,148,1,2,16,9.697,0
1902,148,1,2,17,10.911,0
1903,148,1,2,18,8.49,0
1904,148,1,2,19,8.32,0
1905,148,1,2,20,11.225,0
1906,148,1,2,21,10.247,0
1907,148,1,2,22,13.875,0
1908,148,1,2,23,9.63,0
1909,148,1,2,24,7.898,0
1910,148,1,2,25,8.134,0
1911,148,1,2,26,14.052,0
1912,148,1,2,27,8.71,0
1913,148,1,2,28,12.195,0
1914,148,1,2,29,9.001,0
1915,148,1,2,30,8.873,0
1916,148,1,3,1,10.339,0
1917,148,1,3,2,12.352,0
1918,148,1,3,3,13.316,0
1919,148,1,3,4,8.804,0
1920,148,1,3,5,8.918,0
1921,149,1,1,1,18.758,0
1922,149,1,1,2,17.189,0
1923,149,1,1,3,18.618,0
1924,149,1,1,4,13.461,0
1925,149,1,1,5,11.923,0
1926,149,1,2,1,15.579,0
1927,149,1,2,2,13.246,0
1928,149,1,2,3,13.153,0
1929,149,1,2,4,15.942,0
1930,149,1,2,5,15.958,0
1931,149,1,2,6,11.012,0
1932,149,1,2,7,11.574,0
1933,149,1,2,8,11.592,0
1934,149,1,2,9,10.609,0
1935,149,1,2,10,9.816,0
1936,149,1,2,11,11.29,0
1937,149,1,2,12,12.104,0
1938,149,1,2,13,11.721,0
1939,149,1,2,14,10.087,0
1940,149,1,2,15,11.44,0
1941,149,1,2,16,13.818,0
1942,149,1,2,17,13.895,0
1943,149,1,2,18,11.121,0
1944,149,1,2,19,10.642,0
1945,149,1,2,20,10.691,0
1946,149,1,2,21,8.782,0
1947,149,1,2,22,8.884,0
1948,149,1,2,23,11.742,0
1949,149,1,2,24,12.775,0
1950,149,1,2,25,9.547,0
1951,149,1,2,26,9.622,0
1952,149,1,2,27,9.801,0
1953,149,1,2,28,11.613,0
1954,149,1,2,29,12.347,0
1955,149,1,2,30,16.429,0
1956,149,1,3,1,9.153,0
1957,149,1,3,2,8.95,0
1958,149,1,3,3,14.288,0
1959,149,1,3,4,13.911,0
1960,149,1,3,5,10.313,0
1961,150,1,1,1,17.943,0
1962,150,1,1,2,18.235,0
1963,150,1,1,3,,1
1964,150,1,1,4,13.618,0
1965,150,1,1,5,12.412,0
1966,150,1,2,1,12.939,0
1967,150,1,2,2,11.858,0
1968,150,1,2,3,13.969,0
1969,150,1,2,4,12.467,0
1970,150,1,2,5,11.401,0
1971,150,1,2,6,11.06,0
1972,150,1,2,7,9.528,0
1973,150,1,2,8,9.598,0
1974,150,1,2,9,10.832,0
1975,150,1,2,10,9.094,0
1976,150,1,2,11,10.037,0
1977,150,1,2,12,10.814,0
1978,150,1,2,13,8.772,0
1979,150,1,2,14,10.365,0
1980,150,1,2,15,8.604,0
1981,150,1,2,16,8.898,0
1982,150,1,2,17,9.31,0
1983,150,1,2,18,10.166,0
1984,150,1,2,19,11.407,0
1985,150,1,2,20,10.638,0
1986,150,1,2,21,7.873,0
1987,150,1,2,22,,1
1988,150,1,2,23,,1
1989,150,1,2,24,9.069,0
1990,150,1,2,25,7.735,0
1991,150,1,2,26,11.438,0
1992,150,1,2,27,10.056,0
1993,150,1,2,28,11.936,0
1994,150,1,2,29,8.415,0
1995,150,1,2,30,7.714,0
1996,150,1,3,1,8.825,0
1997,150,1,3,2,8.65,0
1998,150,1,3,3,9.107,0
1999,150,1,3,4,8.19,0
2000,150,1,3,5,12.012,0
2001,151,1,1,1,,1
2002,151,1,1,2,12.745,0
2003,151,1,1,3,13.754,0
2004,151,1,1,4,10.966,0
2005,151,1,1,5,11.54,0
2006,151,1,2,1,9.548,0
2007,151,1,2,2,11.461,0
2008,151,1,2,3,14.869,0
2009,151,1,2,4,10.528,0
2010,151,1,2,5,12.572,0
2011,151,1,2,6,10.868,0
2012,151,1,2,7,11.171,0
2013,151,1,2,8,10.176,0
2014,151,1,2,9,8.071,0
2015,151,1,2,10,10.973,0
2016,151,1,2,11,11.769,0
2017,151,1,2,12,8.899,0
2018,151,1,2,13,8.135,0
2019,151,1,2,14,8.87,0
2020,151,1,2,15,10.69,0
2021,151,1,2,16,7.527,0
2022,151,1,2,17,8.322,0
2023,151,1,2,18,8.357,0
2024,151,1,2,19,8.884,0
2025,151,1,2,20,8.132,0
2026,151,1,2,21,7.095,0
2027,151,1,2,22,8.392,0
2028,151,1,2,23,7.946,0
2029,151,1,2,24,7.337,0
2030,151,1,2,25,7.026,0
2031,151,1,2,26,8.218,0
2032,151,1,2,27,8.897,0
2033,151,1,2,28,8.023,0
2034,151,1,2,29,7.166,0
2035,151,1,2,30,8.388,0
2036,151,1,3,1,8.31,0
2037,151,1,3,2,8.47,0
2038,151,1,3,3,9.477,0
2039,151,1,3,4,13.06,0
2040,151,1,3,5,9.474,0
2041,152,1,1,1,,1
2042,152,1,1,2,,1
2043,152,1,1,3,16.853,0
2044,152,1,1,4,13.875,0
2045,152,1,1,5,12.232,0
2046,152,1,2,1,15.214,0
2047,152,1,2,2,16.419,0
2048,152,1,2,3,25.794,0
2049,152,1,2,4,15.319,0
2050,152,1,2,5,14.65,0
2051,152,1,2,6,11.992,0
2052,152,1,2,7,39.326,0
2053,152,1,2,8,14.673,0
2054,152,1,2,9,13.461,0
2055,152,1,2,10,16.182,0
2056,152,1,2,11,15.415,0
2057,152,1,2,12,14.088,0
2058,152,1,2,13,14.546,0
2059,152,1,2,14,19.68,0
2060,152,1,2,15,15.491,0
2061,152,1,2,16,15.203,0
2062,152,1,2,17,12.742,0
2063,152,1,2,18,12.423,0
2064,152,1,2,19,11.243,0
2065,152,1,2,20,13.984,0
2066,152,1,2,21,11.82,0
2067,152,1,2,22,12.571,0
2068,152,1,2,23,13.134,0
2069,152,1,2,24,12.7,0
2070,152,1,2,25,18.84,0
2071,152,1,2,26,14.542,0
2072,152,1,2,27,14.366,0
2073,152,1,2,28,10.159,0
2074,152,1,2,29,14.484,0
2075,152,1,2,30,13.531,0
2076,152,1,3,1,11.534,0
2077,152,1,3,2,12.558,0
2078,152,1,3,3,13.061,0
2079,152,1,3,4,12.525,0
2080,152,1,3,5,10.449,0
2081,153,1,1,1,18.014,0
2082,153,1,1,2,20.182,0
2083,153,1,1,3,15.832,0
2084,153,1,1,4,16.82,0
2085,153,1,1,5,15.071,0
2086,153,1,2,1,16.371,0
2087,153,1,2,2,15.808,0
2088,153,1,2,3,12.428,0
2089,153,1,2,4,15.471,0
2090,153,1,2,5,16.078,0
2091,153,1,2,6,13.695,0
2092,153,1,2,7,14.034,0
2093,153,1,2,8,14.501,0
2094,153,1,2,9,12.728,0
2095,153,1,2,10,14.465,0
2096,153,1,2,11,14.122,0
2097,153,1,2,12,13.447,0
2098,153,1,2,13,12.062,0
2099,153,1,2,14,13.01,0
2100,153,1,2,15,10.792,0
2101,153,1,2,16,11.299,0
2102,153,1,2,17,11.574,0
2103,153,1,2,18,12.992,0
2104,153,1,2,19,13.041,0
2105,153,1,2,20,13.01,0
2106,153,1,2,21,14.534,0
2107,153,1,2,22,10.681,0
2108,153,1,2,23,12.096,0
2109,153,1,2,24,12.338,0
2110,153,1,2,25,10.583,0
2111,153,1,2,26,12.85,0
2112,153,1,2,27,12.603,0
2113,153,1,2,28,10.032,0
2114,153,1,2,29,10.526,0
2115,153,1,2,30,10.666,0
2116,153,1,3,1,10.433,0
2117,153,1,3,2,10.949,0
2118,153,1,3,3,10.87,0
2119,153,1,3,4,9.845,0
2120,153,1,3,5,12.378,0
2121,154,1,1,1,21.869,0
2122,154,1,1,2,16.698,0
2123,154,1,1,3,12.971,0
2124,154,1,1,4,,1
2125,154,1,1,5,13.634,0
2126,154,1,2,1,,1
2127,154,1,2,2,,1
2128,154,1,2,3,14.148,0
2129,154,1,2,4,10.029,0
2130,154,1,2,5,9.652,0
2131,154,1,2,6,10.279,0
2132,154,1,2,7,8.609,0
2133,154,1,2,8,8.639,0
2134,154,1,2,9,10.761,0
2135,154,1,2,10,9.071,0
2136,154,1,2,11,8.153,0
2137,154,1,2,12,10.936,0
2138,154,1,2,13,7.414,0
2139,154,1,2,14,13.934,0
2140,154,1,2,15,9.93,0
2141,154,1,2,16,11.618,0
2142,154,1,2,17,9.852,0
2143,154,1,2,18,9.624,0
2144,154,1,2,19,12.164,0
2145,154,1,2,20,10.05,0
2146,154,1,2,21,7.891,0
2147,154,1,2,22,10.696,0
2148,154,1,2,23,8.256,0
2149,154,1,2,24,9.536,0
2150,154,1,2,25,10.193,0
2151,154,1,2,26,9.415,0
2152,154,1,2,27,10.709,0
2153,154,1,2,28,9.022,0
2154,154,1,2,29,11.352,0
2155,154,1,2,30,10.031,0
2156,154,1,3,1,11.45,0
2157,154,1,3,2,11.271,0
2158,154,1,3,3,8.738,0
2159,154,1,3,4,8.349,0
2160,154,1,3,5,8.787,0
2161,155,1,1,1,,1
2162,155,1,1,2,14.643,0
2163,155,1,1,3,11.88,0
2164,155,1,1,4,12.934,0
2165,155,1,1,5,11.505,0
2166,155,1,2,1,11.736,0
2167,155,1,2,2,10.269,0
2168,155,1,2,3,11.539,0
2169,155,1,2,4,10.754,0
2170,155,1,2,5,10.245,0
2171,155,1,2,6,10.045,0
2172,155,1,2,7,11.345,0
2173,155,1,2,8,10.958,0
2174,155,1,2,9,11.055,0
2175,155,1,2,10,10.747,0
2176,155,1,2,11,13.256,0
2177,155,1,2,12,9.364,0
2178,155,1,2,13,9.314,0
2179,155,1,2,14,9.222,0
2180,155,1,2,15,10.087,0
2181,155,1,2,16,8.556,0
2182,155,1,2,17,10.098,0
2183,155,1,2,18,9.064,0
2184,155,1,2,19,10.545,0
2185,155,1,2,20,9.025,0
2186,155,1,2,21,8.713,0
2187,155,1,2,22,9.047,0
2188,155,1,2,23,9.408,0
2189,155,1,2,24,7.661,0
2190,155,1,2,25,9.233,0
2191,155,1,2,26,9.057,0
2192,155,1,2,27,11.8,0
2193,155,1,2,28,7.475,0
2194,155,1,2,29,8.34,0
2195,155,1,2,30,11.234,0
2196,155,1,3,1,8.045,0
2197,155,1,3,2,8.885,0
2198,155,1,3,3,8.467,0
2199,155,1,3,4,7.81,0
2200,155,1,3,5,8.238,0
2201,156,1,1,1,21.734,0
2202,156,1,1,2,17.08,0
2203,156,1,1,3,16.419,0
2204,156,1,1,4,14.644,0
2205,156,1,1,5,15.382,0
2206,156,1,2,1,15.389,0
2207,156,1,2,2,11.893,0
2208,156,1,2,3,14.451,0
2209,156,1,2,4,12.269,0
2210,156,1,2,5,15.179,0
2211,156,1,2,6,14.021,0
2212,156,1,2,7,11.197,0
2213,156,1,2,8,12.141,0
2214,156,1,2,9,14.252,0
2215,156,1,2,10,17.184,0
2216,156,1,2,11,12.539,0
2217,156,1,2,12,12.589,0
2218,156,1,2,13,12.49,0
2219,156,1,2,14,11.974,0
2220,156,1,2,15,12.976,0
2221,156,1,2,16,11.443,0
2222,156,1,2,17,13.284,0
2223,156,1,2,18,12.635,0
2224,156,1,2,19,11.377,0
2225,156,1,2,20,11.022,0
2226,156,1,2,21,10.901,0
2227,156,1,2,22,10.264,0
2228,156,1,2,23,11.164,0
2229,156,1,2,24,9.776,0
2230,156,1,2,25,12.318,0
2231,156,1,2,26,10.786,0
2232,156,1,2,27,11.956,0
2233,156,1,2,28,10.678,0
2234,156,1,2,29,9.542,0
2235,156,1,2,30,11.457,0
2236,156,1,3,1,11.421,0
2237,156,1,3,2,11.776,0
2238,156,1,3,3,12.234,0
2239,156,1,3,4,14.251,0
2240,156,1,3,5,10.808,0
2241,157,1,1,1,16.93,0
2242,157,1,1,2,15.285,0
2243,157,1,1,3,13.54,0
2244,157,1,1,4,13.662,0
2245,157,1,1,5,13.968,0
2246,157,1,2,1,15.584,0
2247,157,1,2,2,13.478,0
2248,157,1,2,3,11.243,0
2249,157,1,2,4,13.301,0
2250,157,1,2,5,14.308,0
2251,157,1,2,6,11.663,0
2252,157,1,2,7,12.105,0
2253,157,1,2,8,11.29,0
2254,157,1,2,9,11.587,0
2255,157,1,2,10,12.713,0
2256,157,1,2,11,9.453,0
2257,157,1,2,12,10.234,0
2258,157,1,2,13,11.227,0
2259,157,1,2,14,10.24,0
2260,157,1,2,15,12.662,0
2261,157,1,2,16,9.749,0
2262,157,1,2,17,14.19,0
2263,157,1,2,18,9.981,0
2264,157,1,2,19,9.575,0
2265,157,1,2,20,11.046,0
2266,157,1,2,21,9.087,0
2267,157,1,2,22,11.229,0
2268,157,1,2,23,9.813,0
2269,157,1,2,24,8.628,0
2270,157,1,2,25,14.912,0
2271,157,1,2,26,11.134,0
2272,157,1,2,27,8.984,0
2273,157,1,2,28,10.06,0
2274,157,1,2,29,13.026,0
2275,157,1,2,30,9.428,0
2276,157,1,3,1,11.066,0
2277,157,1,3,2,10.865,0
2278,157,1,3,3,12.434,0
2279,157,1,3,4,8.469,0
2280,157,1,3,5,10.028,0
2281,158,1,1,1,13.99,0
2282,158,1,1,2,11.394,0
2283,158,1,1,3,20.49,0
2284,158,1,1,4,10.813,0
2285,158,1,1,5,10.014,0
2286,158,1,2,1,13.722,0
2287,158,1,2,2,13.166,0
2288,158,1,2,3,9.637,0
2289,158,1,2,4,9.202,0
2290,158,1,2,5,10.949,0
2291,158,1,2,6,10.681,0
2292,158,1,2,7,7.722,0
2293,158,1,2,8,7.126,0
2294,158,1,2,9,7.429,0
2295,158,1,2,10,9.853,0
2296,158,1,2,11,9.716,0
2297,158,1,2,12,6.47,0
2298,158,1,2,13,8.201,0
2299,158,1,2,14,8.142,0
2300,158,1,2,15,11.431,0
2301,158,1,2,16,9.222,0
2302,158,1,2,17,8.183,0
2303,158,1,2,18,9.277,0
2304,158,1,2,19,8.521,0
2305,158,1,2,20,7.819,0
2306,158,1,2,21,9.112,0
2307,158,1,2,22,11.318,0
2308,158,1,2,23,6.459,0
2309,158,1,2,24,7.51,0
2310,158,1,2,25,9.68,0
2311,158,1,2,26,6.314,0
2312,158,1,2,27,10.642,0
2313,158,1,2,28,5.86,0
2314,158,1,2,29,12.289,0
2315,158,1,2,30,7.092,0
2316,158,1,3,1,8.406,0
2317,158,1,3,2,10.683,0
2318,158,1,3,3,7.609,0
2319,158,1,3,4,7.536,0
2320,158,1,3,5,7.931,0
2321,159,1,1,1,17.117,0
2322,159,1,1,2,15.895,0
2323,159,1,1,3,12.365,0
2324,159,1,1,4,11.475,0
2325,159,1,1,5,10.049,0
2326,159,1,2,1,11.245,0
2327,159,1,2,2,7.681,0
2328,159,1,2,3,9.061,0
2329,159,1,2,4,13.251,0
2330,159,1,2,5,8.16,0
2331,159,1,2,6,8.816,0
2332,159,1,2,7,9.11,0
2333,159,1,2,8,7.806,0
2334,159,1,2,9,10.249,0
2335,159,1,2,10,8.741,0
2336,159,1,2,11,12.047,0
2337,159,1,2,12,9.393,0
2338,159,1,2,13,9.873,0
2339,159,1,2,14,12.585,0
2340,159,1,2,15,11.874,0
2341,159,1,2,16,9.442,0
2342,159,1,2,17,9.642,0
2343,159,1,2,18,11.942,0
2344,159,1,2,19,9.601,0
2345,159,1,2,20,8.613,0
2346,159,1,2,21,7.86,0
2347,159,1,2,22,9.896,0
2348,159,1,2,23,8.595,0
2349,159,1,2,24,9.98,0
2350,159,1,2,25,11.905,0
2351,159,1,2,26,6.932,0
2352,159,1,2,27,8.884,0
2353,159,1,2,28,6.912,0
2354,159,1,2,29,8.163,0
2355,159,1,2,30,8.134,0
2356,159,1,3,1,8.166,0
2357,159,1,3,2,8.655,0
2358,159,1,3,3,7.686,0
2359,159,1,3,4,7.43,0
2360,159,1,3,5,10.896,0
2361,160,1,1,1,15.011,0
2362,160,1,1,2,17.597,0
2363,160,1,1,3,10.988,0
2364,160,1,1,4,10.739,0
2365,160,1,1,5,12.088,0
2366,160,1,2,1,13.24,0
2367,160,1,2,2,10.79,0
2368,160,1,2,3,13.074,0
2369,160,1,2,4,10.592,0
2370,160,1,2,5,10.559,0
2371,160,1,2,6,9.829,0
2372,160,1,2,7,13.831,0
2373,160,1,2,8,11.985,0
2374,160,1,2,9,13.934,0
2375,160,1,2,10,8.462,0
2376,160,1,2,11,14.286,0
2377,160,1,2,12,14.129,0
2378,160,1,2,13,10.873,0
2379,160,1,2,14,8.819,0
2380,160,1,2,15,11.232,0
2381,160,1,2,16,9.14,0
2382,160,1,2,17,12.66,0
2383,160,1,2,18,11.176,0
2384,160,1,2,19,10.606,0
2385,160,1,2,20,12.135,0
2386,160,1,2,21,11.066,0
2387,160,1,2,22,9.231,0
2388,160,1,2,23,7.419,0
2389,160,1,2,24,12.373,0
2390,160,1,2,25,9.445,0
2391,160,1,2,26,13.478,0
2392,160,1,2,27,8.274,0
2393,160,1,2,28,8.476,0
2394,160,1,2,29,7.348,0
2395,160,1,2,30,11.268,0
2396,160,1,3,1,12.1,0
2397,160,1,3,2,7.96,0
2398,160,1,3,3,10.593,0
2399,160,1,3,4,9.79,0
2400,160,1,3,5,9.845,0
2401,161,1,1,1,11.996,0
2402,161,1,1,2,11.364,0
2403,161,1,1,3,11.43,0
2404,161,1,1,4,9.316,0
2405,161,1,1,5,10.424,0
2406,161,1,2,1,16.081,0
2407,161,1,2,2,10.595,0
2408,161,1,2,3,8.939,0
2409,161,1,2,4,8.772,0
2410,161,1,2,5,9.544,0
2411,161,1,2,6,9.058,0
2412,161,1,2,7,8.219,0
2413,161,1,2,8,7.493,0
2414,161,1,2,9,8.385,0
2415,161,1,2,10,8.171,0
2416,161,1,2,11,9.111,0
2417,161,1,2,12,8.856,0
2418,161,1,2,13,8.39,0
2419,161,1,2,14,7.988,0
2420,161,1,2,15,8.289,0
2421,161,1,2,16,8.814,0
2422,161,1,2,17,8.142,0
2423,161,1,2,18,9.914,0
2424,161,1,2,19,9.047,0
2425,161,1,2,20,8.719,0
2426,161,1,2,21,8.09,0
2427,161,1,2,22,7.745,0
2428,161,1,2,23,8.012,0
2429,161,1,2,24,7.899,0
2430,161,1,2,25,7.335,0
2431,161,1,2,26,8.333,0
2432,161,1,2,27,7.446,0
2433,161,1,2,28,7.522,0
2434,161,1,2,29,9.477,0
2435,161,1,2,30,10.242,0
2436,161,1,3,1,8.373,0
2437,161,1,3,2,8.704,0
2438,161,1,3,3,7.703,0
2439,161,1,3,4,9.83,0
2440,161,1,3,5,9.145,0
2441,162,1,1,1,13.426,0
2442,162,1,1,2,10.498,0
2443,162,1,1,3,11.283,0
2444,162,1,1,4,13.196,0
2445,162,1,1,5,9.034,0
2446,162,1,2,1,12.283,0
2447,162,1,2,2,12.026,0
2448,162,1,2,3,8.523,0
2449,162,1,2,4,11.082,0
2450,162,1,2,5,8.049,0
2451,162,1,2,6,8.98,0
2452,162,1,2,7,8.242,0
2453,162,1,2,8,7.293,0
2454,162,1,2,9,11.834,0
2455,162,1,2,10,7.681,0
2456,162,1,2,11,8.269,0
2457,162,1,2,12,7.452,0
2458,162,1,2,13,9.303,0
2459,162,1,2,14,9.814,0
2460,162,1,2,15,11.313,0
2461,162,1,2,16,10.389,0
2462,162,1,2,17,8.09,0
2463,162,1,2,18,9.009,0
2464,162,1,2,19,9.692,0
2465,162,1,2,20,7.84,0
2466,162,1,2,21,7.568,0
2467,162,1,2,22,7.145,0
2468,162,1,2,23,9.884,0
2469,162,1,2,24,9.496,0
2470,162,1,2,25,7.098,0
2471,162,1,2,26,6.937,0
2472,162,1,2,27,9.525,0
2473,162,1,2,28,12.303,0
2474,162,1,2,29,7.124,0
2475,162,1,2,30,9.806,0
2476,162,1,3,1,7.4,0
2477,162,1,3,2,8.175,0
2478,162,1,3,3,8.221,0
2479,162,1,3,4,7.03,0
2480,162,1,3,5,8.61,0
2481,163,1,1,1,11.773,0
2482,163,1,1,2,11.681,0
2483,163,1,1,3,10.744,0
2484,163,1,1,4,10.225,0
2485,163,1,1,5,10.014,0
2486,163,1,2,1,,1
2487,163,1,2,2,12.451,0
2488,163,1,2,3,10.819,0
2489,163,1,2,4,8.283,0
2490,163,1,2,5,10.189,0
2491,163,1,2,6,13.068,0
2492,163,1,2,7,,1
2493,163,1,2,8,12.032,0
2494,163,1,2,9,9.137,0
2495,163,1,2,10,10.316,0
2496,163,1,2,11,9.73,0
2497,163,1,2,12,7.111,0
2498,163,1,2,13,7.777,0
2499,163,1,2,14,7.497,0
2500,163,1,2,15,9.129,0
2501,163,1,2,16,7.052,0
2502,163,1,2,17,7.858,0
2503,163,1,2,18,10.535,0
2504,163,1,2,19,7.025,0
2505,163,1,2,20,8.255,0
2506,163,1,2,21,7.657,0
2507,163,1,2,22,7.075,0
2508,163,1,2,23,8.058,0
2509,163,1,2,24,7.044,0
2510,163,1,2,25,8.703,0
2511,163,1,2,26,7.654,0
2512,163,1,2,27,7.123,0
2513,163,1,2,28,8.345,0
2514,163,1,2,29,7.926,0
2515,163,1,2,30,7.649,0
2516,163,1,3,1,11.244,0
2517,163,1,3,2,7.562,0
2518,163,1,3,3,9.714,0
2519,163,1,3,4,7.4,0
2520,163,1,3,5,7.052,0
2521,164,1,1,1,15.658,0
2522,164,1,1,2,18.619,0
2523,164,1,1,3,17.509,0
2524,164,1,1,4,14.982,0
2525,164,1,1,5,13.105,0
2526,164,1,2,1,13.624,0
2527,164,1,2,2,12.095,0
2528,164,1,2,3,13.518,0
2529,164,1,2,4,12.645,0
