index,sub_id,group_id,phase_id,trial,mt,good
873,122,1,2,28,8.048,0
874,122,1,2,29,10.095,0
875,122,1,2,30,8.538,0
876,122,1,3,1,9.377,0
877,122,1,3,2,7.306,0
878,122,1,3,3,8.266,0
879,122,1,3,4,7.496,0
880,122,1,3,5,8.014,0
881,123,1,1,1,21.99,0
882,123,1,1,2,11.745,0
883,123,1,1,3,12.422,0
884,123,1,1,4,11.527,0
885,123,1,1,5,10.749,0
886,123,1,2,1,10.794,0
887,123,1,2,2,9.568,0
888,123,1,2,3,9.986,0
889,123,1,2,4,11.65,0
890,123,1,2,5,11.836,0
891,123,1,2,6,10.675,0
892,123,1,2,7,8.809,0
893,123,1,2,8,8.864,0
894,123,1,2,9,8.358,0
895,123,1,2,10,8.621,0
896,123,1,2,11,10.566,0
897,123,1,2,12,8.304,0
898,123,1,2,13,11.945,0
899,123,1,2,14,8.876,0
900,123,1,2,15,8.948,0
901,123,1,2,16,8.809,0
902,123,1,2,17,8.608,0
903,123,1,2,18,7.671,0
904,123,1,2,19,10.911,0
905,123,1,2,20,9.724,0
906,123,1,2,21,8.554,0
907,123,1,2,22,8.022,0
908,123,1,2,23,8.055,0
909,123,1,2,24,8.282,0
910,123,1,2,25,7.067,0
911,123,1,2,26,7.336,0
912,123,1,2,27,6.956,0
913,123,1,2,28,7.501,0
914,123,1,2,29,6.805,0
915,123,1,2,30,7.729,0
916,123,1,3,1,8.295,0
917,123,1,3,2,7.36,0
918,123,1,3,3,7.469,0
919,123,1,3,4,7.241,0
920,123,1,3,5,6.939,0
921,124,1,1,1,19.223,0
922,124,1,1,2,15.943,0
923,124,1,1,3,15.148,0
924,124,1,1,4,12.536,0
925,124,1,1,5,12.258,0
926,124,1,2,1,,1
927,124,1,2,2,16.301,0
928,124,1,2,3,15.116,0
929,124,1,2,4,17.642,0
930,124,1,2,5,12.421,0
931,124,1,2,6,11.305,0
932,124,1,2,7,12.013,0
933,124,1,2,8,12.434,0
934,124,1,2,9,12.397,0
935,124,1,2,10,12.982,0
936,124,1,2,11,12.057,0
937,124,1,2,12,9.877,0
938,124,1,2,13,10.952,0
939,124,1,2,14,12.252,0
940,124,1,2,15,12.008,0
941,124,1,2,16,9.719,0
942,124,1,2,17,10.868,0
943,124,1,2,18,10.334,0
944,124,1,2,19,10.49,0
945,124,1,2,20,12.532,0
946,124,1,2,21,14.008,0
947,124,1,2,22,11.153,0
948,124,1,2,23,10.062,0
949,124,1,2,24,12.222,0
950,124,1,2,25,11.304,0
951,124,1,2,26,9.357,0
952,124,1,2,27,10.232,0
953,124,1,2,28,9.456,0
954,124,1,2,29,8.822,0
955,124,1,2,30,9.099,0
956,124,1,3,1,11.572,0
957,124,1,3,2,9.738,0
958,124,1,3,3,8.859,0
959,124,1,3,4,8.696,0
960,124,1,3,5,8.859,0
961,125,1,1,1,17.78,0
962,125,1,1,2,15.961,0
963,125,1,1,3,14.131,0
964,125,1,1,4,14.507,0
965,125,1,1,5,12.656,0
966,125,1,2,1,12.024,0
967,125,1,2,2,13.51,0
968,125,1,2,3,11.137,0
969,125,1,2,4,11.388,0
970,125,1,2,5,11.379,0
971,125,1,2,6,13.487,0
972,125,1,2,7,10.755,0
973,125,1,2,8,15.411,0
974,125,1,2,9,12.81,0
975,125,1,2,10,15.284,0
976,125,1,2,11,10.358,0
977,125,1,2,12,10.857,0
978,125,1,2,13,11.933,0
979,125,1,2,14,11.765,0
980,125,1,2,15,11.919,0
981,125,1,2,16,13.79,0
982,125,1,2,17,11.265,0
983,125,1,2,18,15.276,0
984,125,1,2,19,11.894,0
985,125,1,2,20,10.621,0
986,125,1,2,21,8.81,0
987,125,1,2,22,9.561,0
988,125,1,2,23,8.823,0
989,125,1,2,24,10.659,0
990,125,1,2,25,9.692,0
991,125,1,2,26,13.366,0
992,125,1,2,27,11.624,0
993,125,1,2,28,9.361,0
994,125,1,2,29,10.387,0
995,125,1,2,30,9.62,0
996,125,1,3,1,10.975,0
997,125,1,3,2,9.34,0
998,125,1,3,3,11.643,0
999,125,1,3,4,9.535,0
1000,125,1,3,5,11.38,0
1001,126,1,1,1,,1
1002,126,1,1,2,13.063,0
1003,126,1,1,3,16.311,0
1004,126,1,1,4,12.283,0
1005,126,1,1,5,13.474,0
1006,126,1,2,1,14.412,0
1007,126,1,2,2,15.406,0
1008,126,1,2,3,13.339,0
1009,126,1,2,4,12.748,0
1010,126,1,2,5,13.817,0
1011,126,1,2,6,10.436,0
1012,126,1,2,7,13.769,0
1013,126,1,2,8,10.602,0
1014,126,1,2,9,9.062,0
1015,126,1,2,10,12.943,0
1016,126,1,2,11,11.603,0
1017,126,1,2,12,10.226,0
1018,126,1,2,13,9.428,0
1019,126,1,2,14,11.247,0
1020,126,1,2,15,9.004,0
1021,126,1,2,16,9.093,0
1022,126,1,2,17,9.883,0
1023,126,1,2,18,9.728,0
1024,126,1,2,19,12.136,0
1025,126,1,2,20,11.559,0
1026,126,1,2,21,13.37,0
1027,126,1,2,22,8.632,0
1028,126,1,2,23,7.93,0
1029,126,1,2,24,10.179,0
1030,126,1,2,25,11.648,0
1031,126,1,2,26,7.8,0
1032,126,1,2,27,7.385,0
1033,126,1,2,28,10.32,0
1034,126,1,2,29,10.633,0
1035,126,1,2,30,9.15,0
1036,126,1,3,1,15.117,0
1037,126,1,3,2,11.428,0
1038,126,1,3,3,9.553,0
1039,126,1,3,4,11.116,0
1040,126,1,3,5,9.61,0
1041,127,1,1,1,16.963,0
1042,127,1,1,2,14.896,0
1043,127,1,1,3,12.883,0
1044,127,1,1,4,14.863,0
1045,127,1,1,5,11.074,0
1046,127,1,2,1,13.23,0
1047,127,1,2,2,9.095,0
1048,127,1,2,3,10.289,0
1049,127,1,2,4,10.649,0
1050,127,1,2,5,12.54,0
1051,127,1,2,6,10.975,0
1052,127,1,2,7,9.793,0
1053,127,1,2,8,11.91,0
1054,127,1,2,9,14.241,0
1055,127,1,2,10,10.197,0
1056,127,1,2,11,9.73,0
1057,127,1,2,12,9.007,0
1058,127,1,2,13,8.251,0
1059,127,1,2,14,10.227,0
1060,127,1,2,15,9.192,0
1061,127,1,2,16,9.663,0
1062,127,1,2,17,11.484,0
1063,127,1,2,18,9.678,0
1064,127,1,2,19,10.194,0
1065,127,1,2,20,10.957,0
1066,127,1,2,21,11.103,0
1067,127,1,2,22,10.117,0
1068,127,1,2,23,8.832,0
1069,127,1,2,24,11.119,0
1070,127,1,2,25,11.68,0
1071,127,1,2,26,13.222,0
1072,127,1,2,27,11.034,0
1073,127,1,2,28,11.148,0
1074,127,1,2,29,11.742,0
1075,127,1,2,30,9.031,0
1076,127,1,3,1,9.042,0
1077,127,1,3,2,8.921,0
1078,127,1,3,3,8.063,0
1079,127,1,3,4,9.55,0
1080,127,1,3,5,9.453,0
1081,128,1,1,1,20.849,0
1082,128,1,1,2,18.594,0
1083,128,1,1,3,11.58,0
1084,128,1,1,4,14.895,0
1085,128,1,1,5,11.802,0
1086,128,1,2,1,17.267,0
1087,128,1,2,2,13.778,0
1088,128,1,2,3,11.202,0
1089,128,1,2,4,12.251,0
1090,128,1,2,5,11.521,0
1091,128,1,2,6,10.691,0
1092,128,1,2,7,10.483,0
1093,128,1,2,8,9.863,0
1094,128,1,2,9,10.804,0
1095,128,1,2,10,10.871,0
1096,128,1,2,11,12.117,0
1097,128,1,2,12,12.569,0
1098,128,1,2,13,10.083,0
1099,128,1,2,14,9.813,0
1100,128,1,2,15,10.721,0
1101,128,1,2,16,11.107,0
1102,128,1,2,17,10.283,0
1103,128,1,2,18,9.511,0
1104,128,1,2,19,9.743,0
1105,128,1,2,20,13.83,0
1106,128,1,2,21,9.668,0
1107,128,1,2,22,9.927,0
1108,128,1,2,23,10.629,0
1109,128,1,2,24,13.498,0
1110,128,1,2,25,10.894,0
1111,128,1,2,26,11.438,0
1112,128,1,2,27,8.628,0
1113,128,1,2,28,12.744,0
1114,128,1,2,29,9.38,0
1115,128,1,2,30,10.202,0
1116,128,1,3,1,10.991,0
1117,128,1,3,2,12.019,0
1118,128,1,3,3,11.527,0
1119,128,1,3,4,9.167,0
1120,128,1,3,5,8.881,0
1121,129,1,1,1,,1
1122,129,1,1,2,15.174,0
1123,129,1,1,3,14.191,0
1124,129,1,1,4,12.533,0
1125,129,1,1,5,12.779,0
1126,129,1,2,1,11.803,0
1127,129,1,2,2,11.719,0
1128,129,1,2,3,13.851,0
1129,129,1,2,4,9.804,0
1130,129,1,2,5,10.99,0
1131,129,1,2,6,10.637,0
1132,129,1,2,7,8.958,0
1133,129,1,2,8,10.97,0
1134,129,1,2,9,11.055,0
1135,129,1,2,10,8.644,0
1136,129,1,2,11,11.97,0
1137,129,1,2,12,12.705,0
1138,129,1,2,13,10.944,0
1139,129,1,2,14,9.216,0
1140,129,1,2,15,10.724,0
1141,129,1,2,16,13.722,0
1142,129,1,2,17,13.098,0
1143,129,1,2,18,10.937,0
1144,129,1,2,19,12,0
1145,129,1,2,20,11.416,0
1146,129,1,2,21,11.342,0
1147,129,1,2,22,11.357,0
1148,129,1,2,23,9.966,0
1149,129,1,2,24,10.32,0
1150,129,1,2,25,9.758,0
1151,129,1,2,26,9.651,0
1152,129,1,2,27,12.558,0
1153,129,1,2,28,9.386,0
1154,129,1,2,29,7.864,0
1155,129,1,2,30,7.464,0
1156,129,1,3,1,13.04,0
1157,129,1,3,2,10.132,0
1158,129,1,3,3,10.422,0
1159,129,1,3,4,9.252,0
1160,129,1,3,5,7.816,0
1161,130,1,1,1,14.978,0
1162,130,1,1,2,14.786,0
1163,130,1,1,3,11.999,0
1164,130,1,1,4,12.021,0
1165,130,1,1,5,13.068,0
1166,130,1,2,1,12.516,0
1167,130,1,2,2,11.268,0
1168,130,1,2,3,13.294,0
1169,130,1,2,4,10.806,0
1170,130,1,2,5,14.326,0
1171,130,1,2,6,10.993,0
1172,130,1,2,7,11.199,0
1173,130,1,2,8,11.058,0
1174,130,1,2,9,11.775,0
1175,130,1,2,10,11.301,0
1176,130,1,2,11,12.906,0
1177,130,1,2,12,9.359,0
1178,130,1,2,13,11.961,0
1179,130,1,2,14,11.842,0
1180,130,1,2,15,10.622,0
1181,130,1,2,16,11.268,0
1182,130,1,2,17,10.384,0
1183,130,1,2,18,12.544,0
1184,130,1,2,19,9.397,0
1185,130,1,2,20,9.041,0
1186,130,1,2,21,12.417,0
1187,130,1,2,22,10.686,0
1188,130,1,2,23,16.034,0
1189,130,1,2,24,13.397,0
1190,130,1,2,25,9.888,0
1191,130,1,2,26,10.01,0
1192,130,1,2,27,9.419,0
1193,130,1,2,28,9.854,0
1194,130,1,2,29,8.289,0
1195,130,1,2,30,9.423,0
1196,130,1,3,1,12.971,0
1197,130,1,3,2,9.355,0
1198,130,1,3,3,12.592,0
1199,130,1,3,4,12.261,0
1200,130,1,3,5,8.095,0
1201,131,1,1,1,16.008,0
1202,131,1,1,2,15.922,0
1203,131,1,1,3,12.502,0
1204,131,1,1,4,10.997,0
1205,131,1,1,5,16.741,0
1206,131,1,2,1,16.736,0
1207,131,1,2,2,14.192,0
1208,131,1,2,3,11.551,0
1209,131,1,2,4,10.764,0
1210,131,1,2,5,10.486,0
1211,131,1,2,6,10.428,0
1212,131,1,2,7,10.161,0
1213,131,1,2,8,10.704,0
1214,131,1,2,9,10.335,0
1215,131,1,2,10,9.173,0
1216,131,1,2,11,9.737,0
1217,131,1,2,12,11.694,0
1218,131,1,2,13,9.4,0
1219,131,1,2,14,9.466,0
1220,131,1,2,15,9.986,0
1221,131,1,2,16,11.411,0
1222,131,1,2,17,8.99,0
1223,131,1,2,18,9.13,0
1224,131,1,2,19,9.455,0
1225,131,1,2,20,8.584,0
1226,131,1,2,21,7.984,0
1227,131,1,2,22,7.743,0
1228,131,1,2,23,7.788,0
1229,131,1,2,24,8.529,0
1230,131,1,2,25,8.371,0
1231,131,1,2,26,9.902,0
1232,131,1,2,27,8.086,0
1233,131,1,2,28,8.016,0
1234,131,1,2,29,10.697,0
1235,131,1,2,30,7.864,0
1236,131,1,3,1,8.204,0
1237,131,1,3,2,7.652,0
1238,131,1,3,3,8.53,0
1239,131,1,3,4,7.388,0
1240,131,1,3,5,7.114,0
1241,132,1,1,1,,1
1242,132,1,1,2,12.96,0
1243,132,1,1,3,19.116,0
1244,132,1,1,4,12.087,0
1245,132,1,1,5,14.08,0
1246,132,1,2,1,14.43,0
1247,132,1,2,2,9.609,0
1248,132,1,2,3,12.582,0
1249,132,1,2,4,10.055,0
1250,132,1,2,5,10.329,0
1251,132,1,2,6,10.325,0
1252,132,1,2,7,11.382,0
1253,132,1,2,8,8.993,0
1254,132,1,2,9,11.911,0
1255,132,1,2,10,10.131,0
1256,132,1,2,11,13.58,0
1257,132,1,2,12,8.778,0
1258,132,1,2,13,9.315,0
1259,132,1,2,14,9.368,0
1260,132,1,2,15,10.504,0
1261,132,1,2,16,11.515,0
1262,132,1,2,17,16.479,0
1263,132,1,2,18,11.085,0
1264,132,1,2,19,12.271,0
1265,132,1,2,20,8.681,0
1266,132,1,2,21,11.813,0
1267,132,1,2,22,11.027,0
1268,132,1,2,23,9.276,0
1269,132,1,2,24,8.595,0
1270,132,1,2,25,7.858,0
1271,132,1,2,26,9.097,0
1272,132,1,2,27,7.615,0
1273,132,1,2,28,8.248,0
1274,132,1,2,29,9.596,0
1275,132,1,2,30,8.662,0
1276,132,1,3,1,10.907,0
1277,132,1,3,2,9.785,0
1278,132,1,3,3,7.946,0
1279,132,1,3,4,9.422,0
1280,132,1,3,5,10.706,0
1281,133,1,1,1,13.36,0
1282,133,1,1,2,10.494,0
1283,133,1,1,3,13.443,0
1284,133,1,1,4,13.265,0
1285,133,1,1,5,13.381,0
1286,133,1,2,1,10.812,0
1287,133,1,2,2,14.987,0
1288,133,1,2,3,10.127,0
1289,133,1,2,4,12.622,0
1290,133,1,2,5,9.538,0
1291,133,1,2,6,10.434,0
1292,133,1,2,7,11.548,0
1293,133,1,2,8,9.462,0
1294,133,1,2,9,12.342,0
1295,133,1,2,10,11.64,0
1296,133,1,2,11,12.619,0
1297,133,1,2,12,17.373,0
1298,133,1,2,13,13.07,0
1299,133,1,2,14,8.203,0
1300,133,1,2,15,9.808,0
1301,133,1,2,16,15.477,0
1302,133,1,2,17,10.421,0
1303,133,1,2,18,13.222,0
1304,133,1,2,19,9.739,0
1305,133,1,2,20,9.639,0
1306,133,1,2,21,14.623,0
1307,133,1,2,22,8.191,0
1308,133,1,2,23,9.432,0
1309,133,1,2,24,8.886,0
1310,133,1,2,25,9.686,0
1311,133,1,2,26,11.081,0
1312,133,1,2,27,13.174,0
1313,133,1,2,28,8.993,0
1314,133,1,2,29,12.014,0
1315,133,1,2,30,8.465,0
1316,133,1,3,1,9.977,0
1317,133,1,3,2,9.408,0
1318,133,1,3,3,12.549,0
1319,133,1,3,4,10.358,0
1320,133,1,3,5,7.805,0
1321,134,1,1,1,,1
1322,134,1,1,2,11.622,0
1323,134,1,1,3,14.455,0
1324,134,1,1,4,11.984,0
1325,134,1,1,5,10.238,0
1326,134,1,2,1,12.702,0
1327,134,1,2,2,14.644,0
1328,134,1,2,3,10.32,0
1329,134,1,2,4,9.074,0
1330,134,1,2,5,9.43,0
1331,134,1,2,6,7.914,0
1332,134,1,2,7,8.221,0
1333,134,1,2,8,8.545,0
1334,134,1,2,9,9.715,0
1335,134,1,2,10,12.112,0
1336,134,1,2,11,7.668,0
1337,134,1,2,12,10.419,0
1338,134,1,2,13,8.226,0
1339,134,1,2,14,8.338,0
1340,134,1,2,15,8.927,0
1341,134,1,2,16,8.418,0
1342,134,1,2,17,8.345,0
1343,134,1,2,18,8.929,0
1344,134,1,2,19,8.351,0
1345,134,1,2,20,10.851,0
1346,134,1,2,21,7.055,0
1347,134,1,2,22,8.623,0
1348,134,1,2,23,,1
1349,134,1,2,24,8.671,0
1350,134,1,2,25,8.642,0
1351,134,1,2,26,8.006,0
1352,134,1,2,27,10.273,0
1353,134,1,2,28,9.484,0
1354,134,1,2,29,9.962,0
1355,134,1,2,30,8.004,0
1356,134,1,3,1,9.706,0
1357,134,1,3,2,8.189,0
1358,134,1,3,3,9.584,0
1359,134,1,3,4,8.494,0
1360,134,1,3,5,8.669,0
1361,135,1,1,1,14.915,0
1362,135,1,1,2,11.208,0
1363,135,1,1,3,14.492,0
1364,135,1,1,4,11.934,0
1365,135,1,1,5,11.641,0
1366,135,1,2,1,11.249,0
1367,135,1,2,2,12.357,0
1368,135,1,2,3,12.727,0
1369,135,1,2,4,9.995,0
1370,135,1,2,5,10.525,0
1371,135,1,2,6,10.085,0
1372,135,1,2,7,9.059,0
1373,135,1,2,8,10.287,0
1374,135,1,2,9,11.954,0
1375,135,1,2,10,11.583,0
1376,135,1,2,11,9.739,0
1377,135,1,2,12,10.074,0
1378,135,1,2,13,10.362,0
1379,135,1,2,14,11.068,0
1380,135,1,2,15,9.469,0
1381,135,1,2,16,11.887,0
1382,135,1,2,17,9.829,0
1383,135,1,2,18,9.738,0
1384,135,1,2,19,10.715,0
1385,135,1,2,20,10.451,0
1386,135,1,2,21,9.15,0
1387,135,1,2,22,9.128,0
1388,135,1,2,23,8.256,0
1389,135,1,2,24,9.918,0
1390,135,1,2,25,9.465,0
1391,135,1,2,26,8.761,0
1392,135,1,2,27,9.842,0
1393,135,1,2,28,9.683,0
1394,135,1,2,29,10.2,0
1395,135,1,2,30,9.945,0
1396,135,1,3,1,12.233,0
1397,135,1,3,2,10.486,0
1398,135,1,3,3,9.71,0
1399,135,1,3,4,12.381,0
1400,135,1,3,5,10.421,0
1401,136,1,1,1,27.398,0
1402,136,1,1,2,17.494,0
1403,136,1,1,3,16.891,0
1404,136,1,1,4,18.948,0
1405,136,1,1,5,15.276,0
1406,136,1,2,1,16.503,0
1407,136,1,2,2,15.382,0
1408,136,1,2,3,13.428,0
1409,136,1,2,4,14.652,0
1410,136,1,2,5,18.857,0
1411,136,1,2,6,15.058,0
1412,136,1,2,7,14.883,0
1413,136,1,2,8,12.682,0
1414,136,1,2,9,12.482,0
1415,136,1,2,10,12.794,0
1416,136,1,2,11,12.268,0
1417,136,1,2,12,12.011,0
1418,136,1,2,13,13.705,0
1419,136,1,2,14,11.173,0
1420,136,1,2,15,11.776,0
1421,136,1,2,16,15.931,0
1422,136,1,2,17,12.398,0
1423,136,1,2,18,14.964,0
1424,136,1,2,19,13.531,0
1425,136,1,2,20,12.813,0
1426,136,1,2,21,11.384,0
1427,136,1,2,22,12.421,0
1428,136,1,2,23,11.922,0
1429,136,1,2,24,11.824,0
1430,136,1,2,25,10.58,0
1431,136,1,2,26,12.122,0
1432,136,1,2,27,11.546,0
1433,136,1,2,28,11.432,0
1434,136,1,2,29,12.887,0
1435,136,1,2,30,12.817,0
1436,136,1,3,1,14.157,0
1437,136,1,3,2,12.304,0
1438,136,1,3,3,11.13,0
1439,136,1,3,4,10.951,0
1440,136,1,3,5,10.684,0
1441,137,1,1,1,18.341,0
1442,137,1,1,2,16.133,0
1443,137,1,1,3,13.754,0
1444,137,1,1,4,17.427,0
1445,137,1,1,5,13.051,0
1446,137,1,2,1,,1
1447,137,1,2,2,15.88,0
1448,137,1,2,3,13.732,0
1449,137,1,2,4,12.673,0
1450,137,1,2,5,14.301,0
1451,137,1,2,6,18.213,0
1452,137,1,2,7,13.766,0
1453,137,1,2,8,13.357,0
1454,137,1,2,9,12.377,0
1455,137,1,2,10,11.321,0
1456,137,1,2,11,14.051,0
1457,137,1,2,12,11.64,0
1458,137,1,2,13,14.802,0
1459,137,1,2,14,11.417,0
1460,137,1,2,15,16.217,0
1461,137,1,2,16,11.687,0
1462,137,1,2,17,14.731,0
1463,137,1,2,18,13.245,0
1464,137,1,2,19,11.996,0
1465,137,1,2,20,13.477,0
1466,137,1,2,21,13.861,0
1467,137,1,2,22,14.722,0
1468,137,1,2,23,12.684,0
1469,137,1,2,24,13.343,0
1470,137,1,2,25,12.508,0
1471,137,1,2,26,12.396,0
1472,137,1,2,27,11.484,0
1473,137,1,2,28,11.997,0
1474,137,1,2,29,13.795,0
1475,137,1,2,30,11.83,0
1476,137,1,3,1,12.046,0
1477,137,1,3,2,11.697,0
1478,137,1,3,3,12.148,0
1479,137,1,3,4,14.06,0
1480,137,1,3,5,9.872,0
1481,138,1,1,1,17.556,0
1482,138,1,1,2,17.43,0
1483,138,1,1,3,15.989,0
1484,138,1,1,4,15.256,0
1485,138,1,1,5,12.902,0
1486,138,1,2,1,17.336,0
1487,138,1,2,2,13.409,0
1488,138,1,2,3,16.563,0
1489,138,1,2,4,11.564,0
1490,138,1,2,5,11.405,0
1491,138,1,2,6,11.474,0
1492,138,1,2,7,11.139,0
1493,138,1,2,8,11.965,0
1494,138,1,2,9,11.169,0
1495,138,1,2,10,14.035,0
1496,138,1,2,11,13.844,0
1497,138,1,2,12,13.172,0
1498,138,1,2,13,11.038,0
1499,138,1,2,14,12.593,0
1500,138,1,2,15,10.584,0
1501,138,1,2,16,9.928,0
1502,138,1,2,17,9.878,0
1503,138,1,2,18,9.429,0
1504,138,1,2,19,9.258,0
1505,138,1,2,20,9.531,0
1506,138,1,2,21,8.902,0
1507,138,1,2,22,9.032,0
1508,138,1,2,23,9.64,0
1509,138,1,2,24,5.211,0
1510,138,1,2,25,11.338,0
1511,138,1,2,26,8.765,0
1512,138,1,2,27,11.277,0
1513,138,1,2,28,9.027,0
1514,138,1,2,29,10.611,0
1515,138,1,2,30,8.916,0
1516,138,1,3,1,12.467,0
1517,138,1,3,2,10.391,0
1518,138,1,3,3,10.534,0
1519,138,1,3,4,9.604,0
1520,138,1,3,5,10.422,0
1521,139,1,1,1,,1
1522,139,1,1,2,13.523,0
1523,139,1,1,3,13.774,0
1524,139,1,1,4,,1
1525,139,1,1,5,12.102,0
1526,139,1,2,1,10.779,0
1527,139,1,2,2,7.25,0
1528,139,1,2,3,9.974,0
1529,139,1,2,4,9.719,0
1530,139,1,2,5,9.114,0
1531,139,1,2,6,10.718,0
1532,139,1,2,7,9.667,0
1533,139,1,2,8,10.6,0
1534,139,1,2,9,8.141,0
1535,139,1,2,10,7.981,0
1536,139,1,2,11,9.828,0
1537,139,1,2,12,10.189,0
1538,139,1,2,13,8.645,0
1539,139,1,2,14,11.648,0
1540,139,1,2,15,9.015,0
1541,139,1,2,16,8.464,0
1542,139,1,2,17,9.357,0
1543,139,1,2,18,9.288,0
1544,139,1,2,19,8.174,0
1545,139,1,2,20,7.937,0
1546,139,1,2,21,8.596,0
1547,139,1,2,22,9.507,0
1548,139,1,2,23,10.717,0
1549,139,1,2,24,7.386,0
1550,139,1,2,25,8.092,0
1551,139,1,2,26,9.377,0
1552,139,1,2,27,8.82,0
1553,139,1,2,28,8.306,0
1554,139,1,2,29,12.46,0
1555,139,1,2,30,9.583,0
1556,139,1,3,1,9.24,0
1557,139,1,3,2,7.688,0
1558,139,1,3,3,9.53,0
1559,139,1,3,4,8.22,0
1560,139,1,3,5,11.646,0
1561,140,1,1,1,22.116,0
1562,140,1,1,2,15.058,0
1563,140,1,1,3,15.447,0
1564,140,1,1,4,13.862,0
1565,140,1,1,5,18.866,0
1566,140,1,2,1,16.777,0
1567,140,1,2,2,13.307,0
1568,140,1,2,3,13.978,0
1569,140,1,2,4,16.729,0
1570,140,1,2,5,17.571,0
1571,140,1,2,6,12.314,0
1572,140,1,2,7,11.062,0
1573,140,1,2,8,11.545,0
1574,140,1,2,9,11.424,0
1575,140,1,2,10,12.636,0
1576,140,1,2,11,12.893,0
1577,140,1,2,12,14.126,0
1578,140,1,2,13,15.378,0
1579,140,1,2,14,12.182,0
1580,140,1,2,15,13.805,0
1581,140,1,2,16,12.61,0
1582,140,1,2,17,12.363,0
1583,140,1,2,18,12.766,0
1584,140,1,2,19,11.539,0
1585,140,1,2,20,14.865,0
1586,140,1,2,21,14.787,0
1587,140,1,2,22,12.976,0
1588,140,1,2,23,12.169,0
1589,140,1,2,24,16.587,0
1590,140,1,2,25,18.902,0
1591,140,1,2,26,13.574,0
1592,140,1,2,27,13.376,0
1593,140,1,2,28,11.638,0
1594,140,1,2,29,10.922,0
1595,140,1,2,30,15.494,0
1596,140,1,3,1,10.954,0
1597,140,1,3,2,10.788,0
1598,140,1,3,3,10.211,0
1599,140,1,3,4,11.739,0
1600,140,1,3,5,10.253,0
1601,141,1,1,1,17.796,0
1602,141,1,1,2,12.82,0
1603,141,1,1,3,12.677,0
1604,141,1,1,4,,1
1605,141,1,1,5,,1
1606,141,1,2,1,12.92,0
1607,141,1,2,2,13.814,0
1608,141,1,2,3,13.39,0
1609,141,1,2,4,12.348,0
1610,141,1,2,5,11.633,0
1611,141,1,2,6,11.721,0
1612,141,1,2,7,10.743,0
1613,141,1,2,8,12.086,0
1614,141,1,2,9,11.936,0
1615,141,1,2,10,11.299,0
1616,141,1,2,11,10.242,0
1617,141,1,2,12,13.765,0
1618,141,1,2,13,11.11,0
1619,141,1,2,14,10.876,0
1620,141,1,2,15,11.307,0
1621,141,1,2,16,14.961,0
1622,141,1,2,17,9.982,0
1623,141,1,2,18,15.685,0
1624,141,1,2,19,10.688,0
1625,141,1,2,20,10.933,0
1626,141,1,2,21,11.213,0
1627,141,1,2,22,8.819,0
1628,141,1,2,23,9.811,0
1629,141,1,2,24,13.766,0
1630,141,1,2,25,9.195,0
1631,141,1,2,26,,1
1632,141,1,2,27,10.238,0
1633,141,1,2,28,13.243,0
1634,141,1,2,29,10.016,0
1635,141,1,2,30,12.362,0
1636,141,1,3,1,10.561,0
1637,141,1,3,2,11.422,0
1638,141,1,3,3,9.975,0
1639,141,1,3,4,9.789,0
1640,141,1,3,5,10.878,0
1641,142,1,1,1,17.939,0
1642,142,1,1,2,,1
1643,142,1,1,3,13.063,0
1644,142,1,1,4,15.167,0
1645,142,1,1,5,12.82,0
1646,142,1,2,1,13.061,0
1647,142,1,2,2,11.285,0
1648,142,1,2,3,12.014,0
1649,142,1,2,4,10.32,0
1650,142,1,2,5,9.73,0
1651,142,1,2,6,10.075,0
1652,142,1,2,7,9.502,0
1653,142,1,2,8,11.417,0
1654,142,1,2,9,9.967,0
1655,142,1,2,10,8.438,0
1656,142,1,2,11,9.998,0
1657,142,1,2,12,10.748,0
1658,142,1,2,13,8.776,0
1659,142,1,2,14,8.489,0
1660,142,1,2,15,12.703,0
1661,142,1,2,16,9.599,0
1662,142,1,2,17,9.336,0
1663,142,1,2,18,9.994,0
1664,142,1,2,19,8.461,0
1665,142,1,2,20,8.505,0
1666,142,1,2,21,9.58,0
1667,142,1,2,22,9.049,0
1668,142,1,2,23,9.828,0
1669,142,1,2,24,8.115,0
1670,142,1,2,25,8.447,0
1671,142,1,2,26,8.805,0
1672,142,1,2,27,8.043,0
1673,142,1,2,28,17.345,0
1674,142,1,2,29,7.968,0
1675,142,1,2,30,9.745,0
1676,142,1,3,1,10.267,0
1677,142,1,3,2,8.818,0
1678,142,1,3,3,8.601,0
1679,142,1,3,4,7.416,0
1680,142,1,3,5,8.998,0
1681,143,1,1,1,14.693,0
1682,143,1,1,2,,1
1683,143,1,1,3,16.205,0
1684,143,1,1,4,11.238,0
1685,143,1,1,5,19.964,0
1686,143,1,2,1,17.339,0
1687,143,1,2,2,10.527,0
1688,143,1,2,3,11.167,0
1689,143,1,2,4,15.393,0
1690,143,1,2,5,10.657,0
1691,143,1,2,6,10.882,0
1692,143,1,2,7,12.936,0
1693,143,1,2,8,9.751,0
1694,143,1,2,9,8.201,0
1695,143,1,2,10,11.174,0
1696,143,1,2,11,10.981,0
1697,143,1,2,12,11.146,0
1698,143,1,2,13,9.533,0
1699,143,1,2,14,12.984,0
1700,143,1,2,15,11.64,0
1701,143,1,2,16,14.113,0
1702,143,1,2,17,10.83,0
1703,143,1,2,18,10.65,0
1704,143,1,2,19,16.119,0
